Conc1	6.4E-11	
Start1	690.04	
Stop1	2789.83	
Kobs		
Error Kobs		
Koff		
Error Koff		
Time1	Data1	Fit1	
904.84	0.00499855		
905.04	0.00414323		
905.24	0.00392898		
905.44	0.00352193		
905.64	0.0030193		
905.84	0.00327362		
906.04	0.00302927		
906.24	0.00312584		
906.44	0.00373632		
906.64	0.00379775		
906.84	0.00484945		
907.04	0.00532904		
907.24	0.00507601		
907.44	0.00528691		
907.64	0.00548948		
907.84	0.00550446		
908.04	0.00507111		
908.24	0.00495437		
908.44	0.00500848		
908.64	0.00471273		
908.84	0.00412713		
909.04	0.00353407		
909.24	0.00343751		
909.44	0.00338565		
909.64	0.00339634		
909.84	0.00359009		
910.04	0.00341487		
910.24	0.00372425		
910.44	0.00431998		
910.64	0.00432084		
910.84	0.00448542		
911.04	0.00406081		
911.24	0.00397481		
911.44	0.00425247		
911.64	0.00426797		
911.84	0.00389792		
912.04	0.00352116		
912.24	0.00359629		
912.44	0.00338779		
912.64	0.00332784		
912.84	0.00374025		
913.04	0.00435314		
913.24	0.00467741		
913.44	0.00506892		
913.64	0.00478887		
913.84	0.00496325		
914.04	0.00502316		
914.24	0.00519307		
914.44	0.00535058		
914.64	0.00477998		
914.84	0.00414669		
915.04	0.00387438		
915.24	0.00387976		
915.44	0.00367847		
915.64	0.00341811		
915.84	0.00330288		
916.04	0.00363794		
916.24	0.00368718		
916.44	0.00368614		
916.64	0.00344659		
916.84	0.00363927		
917.04	0.00378941		
917.24	0.0038945		
917.44	0.00370441		
917.64	0.00341689		
917.84	0.00380215		
918.04	0.00373645		
918.24	0.00348882		
918.44	0.00332637		
918.64	0.00308826		
918.84	0.0028975		
919.04	0.00286633		
919.24	0.00338632		
919.44	0.00373961		
919.64	0.00417448		
919.84	0.00444767		
920.04	0.00448883		
920.24	0.00429273		
920.44	0.00461115		
920.64	0.00475023		
920.84	0.00541625		
921.04	0.0055091		
921.24	0.00555369		
921.44	0.00521009		
921.64	0.0050921		
921.84	0.0048739		
922.04	0.00467574		
922.24	0.00460362		
922.44	0.00432516		
922.64	0.00442442		
922.84	0.00421078		
923.04	0.00426935		
923.24	0.00472571		
923.44	0.00468363		
923.64	0.00485535		
923.84	0.00502811		
924.04	0.00532968		
924.24	0.00619405		
924.44	0.00672649		
924.64	0.00674301		
924.84	0.00656122		
925.04	0.0064609		
925.24	0.00606456		
925.44	0.00578359		
925.64	0.00576954		
925.84	0.00534524		
926.04	0.00505089		
926.24	0.00492295		
926.44	0.00412148		
926.64	0.0042708		
926.84	0.00420085		
927.04	0.00421977		
927.24	0.00431444		
927.44	0.00464776		
927.64	0.00471934		
927.84	0.00474553		
928.04	0.00524307		
928.24	0.00560156		
928.44	0.00560883		
928.64	0.00557938		
928.84	0.00547016		
929.04	0.00579353		
929.24	0.00556727		
929.44	0.00577764		
929.64	0.0053866		
929.84	0.00517758		
930.04	0.00570712		
930.24	0.00603942		
930.44	0.00566641		
930.64	0.00576504		
930.84	0.00544417		
931.04	0.00508733		
931.24	0.0051361		
931.44	0.00523886		
931.64	0.00474545		
931.84	0.00457382		
932.04	0.00470908		
932.24	0.00435249		
932.44	0.00439503		
932.64	0.00423467		
932.84	0.00394424		
933.04	0.00380487		
