Conc1	1E-06	
Start1	690.02	
Stop1	2789.81	
Kobs	0.000358427896235064	
Error Kobs	5.88450959951772E-05	
Koff	0	
Error Koff	0	
Time1	Data1	Fit1	
806.42	0.54470516	0.53298952	
806.62	0.5453904	0.53316758	
806.82	0.5450515	0.53334549	
807.02	0.54564425	0.53352324	
807.22	0.54504285	0.53370084	
807.42	0.54508091	0.53387829	
807.62	0.54521458	0.53405558	
807.82	0.54537982	0.53423272	
808.02	0.54538693	0.5344097	
808.22	0.54603934	0.53458654	
808.42	0.54618885	0.53476322	
808.62	0.54656615	0.53493974	
808.82	0.54682004	0.53511612	
809.02	0.54650452	0.53529234	
809.22	0.54658508	0.53546841	
809.42	0.54646873	0.53564433	
809.62	0.54646238	0.5358201	
809.82	0.54682566	0.53599571	
810.02	0.54697143	0.53617117	
810.22	0.54717029	0.53634648	
810.42	0.54693422	0.53652164	
810.62	0.54668071	0.53669665	
810.82	0.54703745	0.53687151	
811.02	0.54706211	0.53704622	
811.22	0.54668578	0.53722077	
811.42	0.54742301	0.53739518	
811.62	0.54768105	0.53756943	
811.82	0.54789342	0.53774353	
812.02	0.54897897	0.53791749	
812.22	0.54945982	0.53809129	
812.42	0.54940522	0.53826494	
812.62	0.54977659	0.53843844	
812.82	0.55026147	0.5386118	
813.02	0.55024065	0.538785	
813.22	0.55064545	0.53895805	
813.42	0.550262	0.53913096	
813.62	0.55039463	0.53930371	
813.82	0.55065176	0.53947632	
814.02	0.55058475	0.53964877	
814.22	0.55070102	0.53982108	
814.42	0.5506011	0.53999324	
814.62	0.55090112	0.54016525	
814.82	0.55137705	0.54033711	
815.02	0.55175734	0.54050882	
815.22	0.55250204	0.54068038	
815.42	0.55270257	0.5408518	
815.62	0.55256899	0.54102307	
815.82	0.5538729	0.54119419	
816.02	0.55414164	0.54136516	
816.22	0.55401996	0.54153598	
816.42	0.55449621	0.54170666	
816.62	0.55506501	0.54187719	
816.82	0.55516154	0.54204757	
817.02	0.55495833	0.54221781	
817.22	0.55524396	0.5423879	
817.42	0.55489871	0.54255784	
817.62	0.5549113	0.54272763	
817.82	0.55504594	0.54289728	
818.02	0.55526902	0.54306678	
818.22	0.55542982	0.54323613	
818.42	0.55545959	0.54340534	
818.62	0.55559052	0.5435744	
818.82	0.55589236	0.54374332	
819.02	0.55666789	0.54391209	
819.22	0.55675217	0.54408071	
819.42	0.55654383	0.54424919	
819.62	0.55678299	0.54441752	
819.82	0.55726878	0.54458571	
820.02	0.55695075	0.54475375	
820.22	0.55747546	0.54492165	
820.42	0.55808453	0.5450894	
